title,artist,isHot,popularity,album_popularity,genres,cluster
Bring Out Your Dead,Cadacross,0,0,0,"['finnish death metal', 'finnish melodeath', 'folk metal']",2
Angry Chair (2022 Remaster),Alice In Chains,0,53,77,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",2
The Modern Rome Burning,Anti-Flag,0,9,21,"['punk', 'skate punk']",2
Spawn (Again),Silverchair,0,30,52,"['alternative metal', 'alternative rock', 'australian alternative rock', 'australian psych', 'australian rock', 'grunge', 'nu metal', 'post-grunge']",2
Suck My Blood,Beherit,0,18,31,"['black metal', 'finnish black metal', 'lapland metal', 'war metal']",2
White Jetta,Casiotone For The Painfully Alone,0,9,27,"['anti-folk', 'indietronica', 'lo-fi']",2
Jane 5,EPMD,0,12,51,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",2
Need to Shout,Architecture In Helsinki,0,6,29,"['alternative dance', 'australian indie', 'indietronica']",2
"You Know How I Do - Live At Bamboozle, East Rutherford, NJ / 2009",Taking Back Sunday,0,11,21,"['emo', 'neon pop punk', 'pop punk', 'post-hardcore', 'screamo']",0
Ay Nare Nare,Grup Knar,0,7,12,['duduk'],2
Breath Of Fresh Air,Warrior King,0,8,37,"['lovers rock', 'modern reggae', 'old school dancehall', 'reggae', 'riddim', 'roots reggae']",2
She Left Me a Mule,Sonny Landreth,0,3,17,"['blues', 'blues rock', 'modern blues', 'southern rock']",2
Destiny,Buju Banton,0,44,55,"['dancehall', 'reggae fusion']",2
"Church Sonata in F Major, K. 244 - Live",Wolfgang Amadeus Mozart,0,0,0,"['classical', 'classical era']",2
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,0,68,64,"['boy band', 'new romantic', 'new wave pop', 'soft rock', 'sophisti-pop']",2
Maracaia,Timbalada,0,14,29,"['axe', 'samba reggae']",2
Lebaran Sebentar Lagi,BIMBO,0,11,8,['classic indo pop'],2
Beauty And The Beast - Remastered,Nightwish,0,31,41,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",2
The Lonesome Boatman,The Fureys,0,5,28,['irish folk'],2
Police Story,Black Flag,0,33,54,"['alternative rock', 'california hardcore', 'hardcore punk', 'punk']",2
Through the Looking Glass,Chris Standring,0,19,31,['smooth jazz'],2
Alma Mater,Moonspell,0,41,43,"['gothic black metal', 'gothic metal', 'melodic death metal', 'metal', 'portuguese black metal', 'portuguese metal', 'portuguese rock', 'power metal']",2
Prospection,Henri Pousseur,0,0,0,"['acousmatic', 'belgian contemporary classical', 'belgian experimental', 'musique concrete', 'serialism']",2
Dontchaletmecatchya,The Wiyos,0,3,28,['modern old-time'],2
Louie Louie,Eddie & The Subtitles,0,0,0,['deep punk rock'],2
Chase the Light,Dope Stars Inc.,0,4,17,"['cyberpunk', 'industrial metal', 'italian metal', 'neue deutsche harte']",2
Good Texan,The Vaughan Brothers,0,36,46,"['blues', 'blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock', 'texas blues']",2
Big Legged Woman,"Robert Lockwood, Jr.",0,4,23,"['blues', 'chicago blues', 'country blues', 'delta blues', 'traditional blues']",2
Bull Dog,The Shangri-Las,0,3,17,"['brill building pop', 'classic girl group', 'rock-and-roll']",2
Como nuestro amor no hay dos,Cabas,0,4,33,"['colombian pop', 'latin pop', 'reggaeton colombiano']",2
"One Year, Six Months",Yellowcard,0,39,71,"['alternative metal', 'pop punk', 'post-grunge', 'socal pop punk']",2
Trows Kind,Elvenking,0,13,27,"['fantasy metal', 'folk metal', 'gothic symphonic metal', 'italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'power metal', 'tolkien metal']",2
Song For Stephin Merritt,Kira Skov,0,0,5,['danish singer-songwriter'],2
Change Clothes,JAY-Z,0,46,66,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2
Ascendant,Keep Of Kalessin,0,9,13,"['black metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'technical black metal', 'viking metal']",2
Cai Dentro,Gabriel Grossi,0,1,3,"['brazilian modern jazz', 'harmonica jazz']",2
El Capiro,Mercedes Castro,0,1,4,['ranchera'],2
Si Te Dicen Por Ahi,Charlie Cruz,0,1,18,['salsa'],2
Pickled Heads,Elliot Goldenthal,0,0,6,"['classic soundtrack', 'soundtrack']",2
If You Ask Me,Nick Colionne,0,30,47,['smooth jazz'],2
"Werewolf, Semen And Blood",Beherit,0,18,37,"['black metal', 'finnish black metal', 'lapland metal', 'war metal']",2
Need More Blues (feat. Hammie Nixon),Sleepy John Estes,0,0,0,"['country blues', 'memphis blues', 'traditional blues']",2
Moritat (Mack The Knife) - Live From The Desert Inn / 1971,Bobby Darin,0,2,16,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",2
"Beauty Queen (12"" Spoon Club Mix)",SNAP!,0,2,16,"['diva house', 'eurodance', 'german techno', 'hip house']",2
Revelations,Marco Beltrami,0,0,7,"['orchestral soundtrack', 'soundtrack']",2
On The Road To Emmaus,The Steeles,0,23,20,['family gospel'],2
離家出走,Janice Vidal,0,49,48,['cantopop'],2
The Arcane Dominion,Eluveitie,0,24,46,"['celtic metal', 'folk metal', 'gothic metal', 'gothic symphonic metal', 'hurdy-gurdy', 'power metal', 'swiss metal', 'symphonic metal']",2
Cuando Quieres Tu,La Sonora Santanera,0,6,28,"['bolero', 'bolero mexicano', 'tropical']",2
Djessy,Kanda Bongo Man,0,6,10,"['afropop', 'soukous', 'zilizopendwa']",2
Times Like These - EDX's Indian Summer Remix,Albin Myers,0,10,7,"['electro house', 'progressive electro house']",2
Into Battle,Ensiferum,0,34,43,"['finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'nordic folk metal', 'power metal', 'symphonic metal', 'viking metal']",2
Aquel Amor,Flor Silvestre,0,20,29,"['mariachi', 'ranchera']",2
Amdokwe,Vusi Mahlasela,0,0,7,['south african jazz'],2
Nassau Town,John D. Loudermilk,0,0,3,['rock-and-roll'],2
Look Me In The Eye,Margaret Becker,0,7,19,['deep christian rock'],2
Harry Flowers,William Orbit,0,20,41,"['classic progressive house', 'downtempo', 'intelligent dance music']",2
Broke Down,Radio Moscow,0,38,48,['modern blues rock'],2
Orgasme tellurique,Stille Volk,0,0,3,"['medieval folk', 'musica occitana']",2
Gonna Take a Miracle,The Elders,0,3,14,['celtic rock'],2
Too Late (Orange Factory Extended Mix),Tina Ann,0,0,10,['deep vocal house'],2
Hypnotise the Cat,Tam Tam Go!,0,0,37,"['indie extremena', 'spanish new wave', 'spanish pop', 'spanish pop rock']",2
Dime Si Me Quieres,Conjunto Mar Azul,0,0,0,"['chilena', 'musica costena']",2
Conversation,Jimmy Riley,0,4,6,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
Liberty,Heavenly,0,22,44,"['c86', 'french metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",2
Hiraeth am Feirion,The Gentle Good,0,3,24,"['cardiff indie', 'welsh folk']",2
Die Art von Mann,1. Futurologischer Congress,0,3,2,['neue deutsche welle'],2
The Call,Backstreet Boys,0,59,69,"['boy band', 'dance pop', 'pop']",2
Let the Chips Fall,Charley Pride,0,13,49,"['classic country pop', 'country', 'country rock', 'nashville sound']",2
I.C.U.,Saigon Kick,0,7,24,['glam metal'],2
Tómame o Déjame,Nicho Hinojosa,0,43,53,"['latin pop', 'rock en espanol', 'trova']",2
La Barca,Nelson Ned,0,26,45,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",2
The Wonders,Yami Bolo,0,0,11,"['deep ragga', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']",2
Ambulance Man,Memphis Jug Band,0,0,8,"['acoustic blues', 'appalachian folk', 'jug band', 'memphis blues', 'traditional blues', 'traditional folk']",2
Printemps - Chant,Les Ogres De Barback,0,16,31,"['french folk pop', 'french reggae', 'french rock']",2
The Lord Will Go Before You,Janet Paschal,0,1,15,['southern gospel'],2
Engel - Live,Der Plan,0,0,0,"['dusseldorf electronic', 'neue deutsche welle', 'zolo']",2
Slips Of Paper,Dave Brockie Experience,0,4,22,['comedy rock'],2
Refuge,Matisyahu,0,31,39,['reggae fusion'],2
Backseat Driver,Debbie Davies,0,1,24,"['electric blues', 'modern blues', 'power blues-rock']",2
Sex,Bow Wow Wow,0,8,33,"['new romantic', 'new wave', 'new wave pop']",2
Old Memory,Ashton Shepherd,0,12,32,"['country dawn', 'country road']",2
Death of Me,Smash Palace,0,0,0,"['modern power pop', 'underground power pop']",2
Freight train,Elizabeth Cotten,0,40,46,"['american folk revival', 'piedmont blues', 'traditional blues', 'traditional folk']",2
Ooh la La,Tyrone Davis,0,15,22,"['chicago soul', 'southern soul']",2
Vennette,Maria Bamford,0,9,23,"['comedienne', 'comedy']",2
Procession,Vangelis,0,19,30,"['cyberpunk', 'synthesizer']",2
Lost in the Funhouse Again (Remastered),Michael Stanley Band,0,0,6,['heartland rock'],2
Mine Again,Mariah Carey,0,36,71,"['dance pop', 'pop', 'urban contemporary']",2
No One Knows,George Nooks,0,1,10,"['deep ragga', 'gospel reggae', 'lovers rock', 'old school dancehall', 'roots reggae']",2
"X Marks The Spot / Escape From Venice - From ""Indiana Jones And The Last Crusade""",John Williams,0,3,48,"['orchestral soundtrack', 'soundtrack']",2
"Ghood Family (Feat. Bizzy, Black Nine, BIBI, MRSHLL)",Tiger JK,0,6,4,['k-rap'],2
Reach For The Ground,The Ghost Of Lemora,0,0,3,['deathrock'],2
Mule Get Up In The Alley,Cannon's Jug Stompers,0,0,7,"['country blues', 'jug band', 'memphis blues', 'traditional blues', 'traditional folk']",2
Existing Alone,Rhian Sheehan,0,0,11,"['compositional ambient', 'nz electronic', 'oceania soundtrack']",2
Small Axe - B Is Version,Bob Marley & The Wailers,0,24,40,"['reggae', 'roots reggae']",2
Telling Me Lies,Dolores Keane,0,6,34,"['celtic', 'irish folk']",2
I Know a Man,Rev. Timothy Wright,0,6,26,['gospel'],2
Please Come Home For Christmas,Lou Ann Barton,0,14,37,['texas blues'],2
Hot Cross Bun ' Mikey Dread,Mikey Dread,0,0,2,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",2
Hot Tamale Baby,Buckwheat Zydeco,0,15,28,['zydeco'],2
I.a.i,Royal S,0,0,0,['jumpstyle'],2
Mi Amante Amigo,Rocío Jurado,0,35,51,"['cancion melodica', 'copla', 'pop romantico']",2
Find Me Tonight - Wake Up! Wake Up! Album Version,Everyday Sunday,0,21,28,"['christian alternative rock', 'christian punk', 'christian rock']",2
Everything I Desire,The Brooklyn Tabernacle Choir,0,4,19,['classic praise'],2
The Mission,Thirty Seconds To Mars,0,37,52,"['modern rock', 'post-grunge']",2
First Boyfriend,Helen Love,0,0,6,"['welsh indie', 'welsh rock']",2
The Tie That Binds,Moon Mullican,0,0,4,"['country boogie', 'western swing']",2
Raza Cristalera,Los Morros Del Norte,0,22,30,"['corridos alternativos', 'norteno', 'tololoche']",2
Just a Phase,Incubus,0,44,70,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']",2
Only A Look - Glad You're Here Album Version,The Nelons,0,0,1,"['family gospel', 'southern gospel']",2
Do It,DJ Nasty,0,0,0,['ghettotech'],2
Love & Devotion,Sizzla,0,3,12,"['dancehall', 'reggae', 'reggae fusion']",2
Just A Little Bit Of You,Michael Jackson,0,24,49,"['r&b', 'soul']",2
Ubik the Breakz (feat. Martin Bettinghaus) - Radio Mix,Timo Maas,0,16,42,"['big beat', 'breakbeat', 'classic progressive house', 'nu skool breaks', 'tribal house']",2
Cooling Out,Cocoa Tea,0,0,13,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",2
Lioraras,Los Niños De Sara,0,3,26,['rumba'],2
Little Drummer Boy,The Almost,0,30,41,"['christian alternative rock', 'neon pop punk', 'screamo']",0
Silencio De Aguas Profundas,Alas,0,0,7,"['rock nacional', 'synth prog']",2
Sting Me,The Black Crowes,0,40,54,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'jam band', 'rock', 'southern rock']",2
The Sun Shine Down My Way,Doug MacLeod,0,0,0,"['acoustic blues', 'blues']",2
"Neighbor, Neighbor",Jimmy Hughes,0,21,33,['southern soul'],2
Mary Had a Little Lamb,Stevie Ray Vaughan,0,57,65,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'rock', 'texas blues']",2
Den Mporo Na Figo - Live,Angela Dimitriou,0,1,21,"['greek pop', 'laiko']",2
Skylark,Ann Hampton Callaway,0,1,22,['contemporary vocal jazz'],2
Man On The Side,Bill Perry,0,0,18,['power blues-rock'],2
Vuelve Junto A Mi - Remastered 2005,Los Chichos,0,7,31,"['pop flamenco', 'rumba']",2
The Sun Shines from You,Teenage Fanclub,0,7,24,"['alternative rock', 'modern power pop', 'power pop', 'scottish indie', 'scottish rock', 'shoegaze']",1
Midnight Wind - Mono,Jimmy Wakely,0,4,33,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']",2
Kick Jump - Part Jump,Cobra Killer,0,1,6,['digital hardcore'],2
Toot Toot Dixie Bound,Birmingham Jubilee Singers,0,0,0,"['gospel singers', 'vintage gospel']",2
Smile,Marvin Sapp,1,6,34,['gospel'],2
There Is a Way,Jeff & Sheri Easter,0,2,28,"['family gospel', 'southern gospel']",2
Ghastly Indoctrination,Dark Fortress,0,5,18,"['black metal', 'german black metal', 'melodic black metal']",2
Rise,Eddie Turner,0,0,0,['power blues-rock'],2
Battle Of The Tom Tom,Shaman,0,0,3,['nordic folk metal'],2
Informer,Sugar Minott,0,12,17,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
Tenderly,Billie Holiday,0,40,67,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul', 'swing', 'torch song', 'vocal jazz']",2
Ice Cream Cakes,Jeff Beck,0,21,33,"['album rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'progressive rock']",2
戀愛天才,Kary Ng,0,2,40,['cantopop'],2
Groove It,Gene Latter,0,0,0,['northern soul'],2
Get On Our Own - 1996 Remastered Version,Buzzcocks,0,19,34,"['alternative rock', 'britpop', 'madchester', 'new wave', 'post-punk', 'punk', 'uk post-punk']",2
Rossignol Montmartrois - Polka,Jo Privat,0,0,9,"['bal-musette', 'jazz accordion']",2
Anybody Seen My Girl,Keb' Mo',0,25,43,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues']",2
Ku Klux Klan,Steel Pulse,0,20,25,"['reggae', 'roots reggae', 'uk reggae']",2
A Girls Oath,Eluveitie,0,17,46,"['celtic metal', 'folk metal', 'gothic metal', 'gothic symphonic metal', 'hurdy-gurdy', 'power metal', 'swiss metal', 'symphonic metal']",2
Shape of My Heart,Backstreet Boys,0,70,69,"['boy band', 'dance pop', 'pop']",2
Lively Up Yourself,Bob Marley & The Wailers,0,52,62,"['reggae', 'roots reggae']",2
I denna ljuva sommartid,Sofia Karlsson,0,1,12,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'swedish singer-songwriter']",2
Because Of You,CeCe Winans,0,30,46,['gospel'],2
Just My Baby,Rickie Lee Jones,0,20,35,"['folk', 'singer-songwriter']",2
Maybe Someday,Simply Red,0,20,46,"['british soul', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",2
Letters to Norway,Planetakis,0,0,2,['solipsynthm'],2
Spoonful - Live,Robben Ford,0,5,15,"['blues', 'electric blues', 'jazz blues', 'jazz fusion', 'modern blues', 'soul blues']",2
Absolute Horizon,Byzantine,0,0,3,"['groove metal', 'west virginia metal']",2
"Bright Lights, Big City",Max B,0,22,24,['nyc rap'],2
Turnpike,Halfway to Gone,0,10,15,"['alternative roots rock', 'retro metal']",2
Life Is Real,Ayọ,0,38,47,['neo soul'],2
The First Leaves of Autumn,The Fureys,0,24,45,['irish folk'],2
By Faith I Can Touch Him Now,The Perrys,0,1,6,"['family gospel', 'southern gospel']",2
Passover - 2020 Digital Master,Joy Division,0,36,46,"['alternative rock', 'indie rock', 'madchester', 'new wave', 'post-punk', 'punk', 'rock', 'uk post-punk']",2
Communication - More Mix,Mario Più,0,3,4,"['italian trance', 'italo dance']",2
Soo Bawlz - 2010 Remaster,DEVO,0,9,28,"['alternative rock', 'art punk', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synth punk', 'synthpop', 'zolo']",2
Genius,Kings of Leon,0,35,59,"['modern rock', 'rock']",2
Evil Hearted Ada,Flamin' Groovies,0,14,33,"['power pop', 'protopunk']",2
紀念品,Candy Lo,0,0,5,['cantopop'],2
Studio Dialogue - #19,The Stooges,0,0,15,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']",2
Roll Back the Clouds,Christie Hennessy,0,30,32,"['irish country', 'irish folk']",2
Introduction,Marga Gomez,0,0,0,['comedienne'],2
Oriza Eh,Roberto Roena Y Su Apollo Sound,0,12,47,['salsa'],2
My Party - Chad Hugo/Kenna Remix,Kings of Leon,0,14,16,"['modern rock', 'rock']",2
Hole in the Coal (Alternate Take),Pentangle,0,1,24,"['british folk', 'folk rock', 'psychedelic folk']",2
Suite nupcial - Directo Enjoy 07,Jaime Urrutia,0,6,32,"['spanish new wave', 'spanish pop']",2
"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",A Tribe Called Quest,0,55,67,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",2
Evalia,Placebo,0,12,36,"['alternative rock', 'britpop', 'permanent wave', 'rock']",2
Boulevard In Heaven,Barbara Fairchild,0,0,1,"['arkansas country', 'classic country pop', 'country gospel']",2
Two Four One,Dave & Ansell Collins,0,4,39,['early reggae'],2
Stagger Lee,Nick Cave & The Bad Seeds,0,39,55,"['alternative rock', 'permanent wave', 'singer-songwriter']",2
Thresh Hold,Uphill Battle,0,0,1,['american grindcore'],2
Neir,Mau Mau,0,0,2,"['folk rock italiano', 'musica etnica', 'musica piemonteisa']",2
Survivalism,Nine Inch Nails,0,32,43,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2
Nowhere To Run,Michael McDonald,0,17,47,"['mellow gold', 'soft rock', 'yacht rock']",2
Chlore,Pascal Obispo,0,5,44,"['chanson', 'french pop']",2
AquaCityBoy,K-OS,0,5,29,"['alternative hip hop', 'canadian hip hop', 'canadian old school hip hop']",2
Santa Claus Is Coming To Town,Buddy Miles,0,6,12,"['psychedelic soul', 'rock drums']",2
Fat Tianne,Tanto Metro & Devonte,0,6,33,"['dancehall', 'jamaican dancehall']",2
Houston Anthem,DJ Nasty,0,0,1,['ghettotech'],2
Til The Storm Passes By,Bill & Gloria Gaither,0,6,29,['southern gospel'],2
Width Of The World,Tin Hat Trio,0,4,21,"['indie jazz', 'modern chamber music']",2
Music Of The Sun,Rihanna,0,34,75,"['barbadian pop', 'pop', 'urban contemporary']",2
Street Lights,Kanye West,0,60,81,"['chicago rap', 'hip hop', 'rap']",2
Pegadito,Tommy Torres,0,44,45,"['latin pop', 'puerto rican pop']",2
Curiosity,The Jets,0,13,51,"['freestyle', 'minneapolis sound']",2
Cuando Ya Me Empiece a Quedar Solo,Sui Generis,0,41,55,"['argentine rock', 'rock nacional']",2
La Matanza,Grace Gale,0,2,9,['screamocore'],2
Medley final (Live),Kassav',0,10,17,"['musique guadeloupe', 'zouk']",2
Beautiful,Eminem,0,67,76,"['detroit hip hop', 'hip hop', 'rap']",2
Juggernaut,Cauda Pavonis,0,0,5,['corrosion'],2
On Tha Rox,King Tee,0,11,34,"['g funk', 'old school hip hop', 'west coast rap']",2
I Used to Love You (But It's All Over Now),Bing Crosby,0,28,43,"['adult standards', 'easy listening', 'lounge', 'swing']",2
No More Troubles,Sunnyland Slim,0,0,2,"['chicago blues', 'delta blues', 'piano blues']",2
Two Sided Politics,Suicidal Tendencies,0,41,57,"['alternative metal', 'california hardcore', 'crossover thrash', 'funk metal', 'hard rock', 'hardcore punk', 'metal', 'nu metal', 'old school thrash', 'punk', 'thrash metal']",2
Firedance,Mystic Rhythms Band,0,0,0,['world chill'],2
The Keys,Jerry Goldsmith,0,3,17,"['classic soundtrack', 'orchestral soundtrack', 'soundtrack']",2
Prelude In C Minor From The Well Tempered-Clavier,Johann Sebastian Bach,0,11,24,"['baroque', 'classical', 'early music', 'german baroque']",2
Love Can Run Faster,Robert Palmer,0,13,51,"['album rock', 'classic rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'yacht rock']",2
Juste une fois - Version instrumentale,Alexis HK,0,0,0,"['french folk pop', 'french rock', 'nouvelle chanson francaise']",2
New Detroit,Neon Blonde,0,7,20,['sasscore'],2
Proud,Korn,0,31,57,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2
Hopelessly,Epitaph,0,3,14,"['german hard rock', 'german prog', 'german rock', 'psychedelic blues-rock']",2
da da Diamonds,Soul Ballet,0,11,26,['smooth jazz'],2
Platoon Goons,Snowgoons,0,6,23,"['flick hop', 'underground rap']",2
Questo sporco mondo meraviglioso - String and Chorus Version,Piero Umiliani,0,20,19,['vintage italian soundtrack'],2
Paul - Skit,Eminem,0,38,83,"['detroit hip hop', 'hip hop', 'rap']",2
Have You Got a Minute to Spare,Mikey Dread,0,2,39,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",2
Liar in the Glass (feat. Diamond Geezer & N8loc) - UK Remix,Eyes Set To Kill,0,1,7,"['metalcore', 'pixie', 'screamo']",2
Dolorosa - Live,Cali,0,4,19,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",2
Ooh Baby (feat. Lil Bandit & Royal T),Mr. Sancho,0,0,8,['chicano rap'],2
Pantera Fans In Love,Nerf Herder,0,25,34,"['power-pop punk', 'socal pop punk']",2
Looking For Clues,Robert Palmer,0,41,53,"['album rock', 'classic rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'yacht rock']",2
Personne Stop - Feat. Nixon,Royal S,0,0,0,['jumpstyle'],2
After The Dark,Jimmy McGriff,0,1,2,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",2
Girls All Pause,Kurupt,0,27,45,"['g funk', 'west coast rap']",2
懂事,Stefanie Sun,0,17,57,"['mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']",2
Death Of Neira,Nightfall,0,1,4,['greek metal'],2
My Lord - Screwed & Chopped,David Banner,0,0,5,"['conscious hip hop', 'crunk', 'dirty south rap', 'mississippi hip hop', 'southern hip hop']",2
Quieres Ver Llorar Otra Vez A Mi Corazón,Grupo Abracadabra,0,10,55,['grupero romantico'],2
Ya Got Me,Leonard Bernstein,0,1,18,"['american modern classical', 'classical', 'orchestral performance']",2
The High And The Mighty,Roger Williams,0,37,40,['easy listening'],2
Again,Janet Jackson,0,54,64,"['dance pop', 'r&b', 'urban contemporary']",2
Just One Of Those Things,Dionne Warwick,0,2,16,"['adult standards', 'brill building pop', 'disco', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",2
...and Heavens Cried Blood,Swallow The Sun,0,23,39,"['doom metal', 'finnish death metal', 'finnish doom metal', 'finnish melodeath', 'finnish metal', 'melodic death metal']",2
Domino,KISS,0,42,52,"['glam rock', 'hard rock', 'rock']",2
Where in the World,Tony Martin,0,0,0,['deep adult standards'],2
Dedicado,Miguel Gallardo,0,33,35,"['pop romantico', 'ranchera']",2
To Your Arms Of Love,Jah Cure,0,8,26,['reggae fusion'],2
Aguas Claras de Olimpos,Pescado Rabioso,0,25,47,"['argentine rock', 'rock nacional']",2
Appapas Del Calabar,Los Van Van,0,14,44,"['cuban funk', 'cuban rumba', 'salsa', 'salsa cubana', 'timba']",2
Moonlight Lover,Barbara Jones,0,0,16,['lovers rock'],2
Think About Me,Sister Hazel,0,14,58,"['neo mellow', 'pop rock', 'post-grunge']",2
Watermelon Man - Live At The Fillmore Auditorium / 1968 / Remastered 2024,Albert King,0,11,18,"['blues', 'blues rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",2
Mumbling or hearing loss?,Jeanne Robertson,0,5,14,"['clean comedy', 'comedienne']",2
Turn It Around,Bob Neuwirth,0,0,4,['alternative roots rock'],2
Summer Of Love,Novaspace,0,6,35,"['cantaditas', 'eurodance']",2
Escuta Noel,Maysa,0,0,0,['velha guarda'],2
Saved,9th Wonder,0,6,21,"['alternative hip hop', 'hip hop', 'instrumental hip hop', 'north carolina hip hop']",2
Love Is Gonna Get You,Ben E. King,0,0,1,"['rock-and-roll', 'soul']",2
Light of a Clear Blue Morning,Dolly Parton,0,16,30,"['classic country pop', 'country', 'country dawn']",2
Se Acabo el Carbon,Orquesta Sublime,0,0,0,"['cuban rumba', 'musica tradicional cubana']",2
Somebody Loan Me A Dime - Remastered,Fenton Robinson,0,55,58,"['blues', 'electric blues', 'louisiana blues', 'swamp blues', 'traditional blues']",2
SOS,Rihanna,0,76,75,"['barbadian pop', 'pop', 'urban contemporary']",2
Caught In The Crossfire,April Wine,0,19,45,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock']",2
High-Speed French Train,Alexandre Desplat,0,29,50,"['french soundtrack', 'orchestral soundtrack', 'soundtrack']",2
Books & Books,The Almost,0,8,26,"['christian alternative rock', 'neon pop punk', 'screamo']",0
記憶的花園,Leon Lai,0,4,31,"['c-pop', 'cantopop', 'classic cantopop']",2
Didgeralia,David Hudson,0,0,0,['didgeridoo'],2
"Who Did You Think I Was - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0,42,68,"['neo mellow', 'singer-songwriter']",2
Stood Up,Floyd Cramer,0,19,34,"['easy listening', 'honky-tonk piano', 'nashville sound']",2
Ride Ranger Ride,Roy Rogers,0,3,28,"['cowboy western', 'western swing']",2
Down In The Lowlands - Charlie Peacock Album Version,Charlie Peacock,0,0,7,['deep christian rock'],2
Bank,Jean Carignan,0,0,10,['folklore quebecois'],2
I Hope the Weather Stays Fine - Remix,The Dylans,0,1,19,['madchester'],2
Mexican Joe,Jim Reeves,0,20,50,['nashville sound'],2
Two Hearts,Phil Collins,0,63,65,"['rock drums', 'soft rock']",2
Lana Lee,The Refreshments,0,7,25,['dansband'],2
Ooh Wee Baby,Doyle Bramhall,0,1,12,"['modern blues', 'texas blues']",2
Boo Hoo,KT Tunstall,0,17,36,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",2
Losing Love - DJ Wout Remix,Milk Inc.,0,16,48,"['belgian dance', 'eurodance']",2
Jesus Can Work It Out,The Jackson Southernaires,0,9,27,['praise'],2
Three Times Seven,Doc & Merle Watson,0,15,35,"['appalachian folk', 'bluegrass', 'progressive bluegrass', 'traditional folk']",2
The Wind (Tears For You),CeCe Winans,0,16,36,['gospel'],2
"Good Girls, Bad Guys",DMX,0,38,67,"['detroit hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2
(The Grave Prelude),Mobb Deep,0,32,73,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",2
C30 C60 C90 Go,Bow Wow Wow,0,23,33,"['new romantic', 'new wave', 'new wave pop']",2
