title,artist,isHot,popularity,album_popularity,genres,cluster
Faces,Run–D.M.C.,0,11,24,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",2
How Does It Feel,Avril Lavigne,0,44,69,"['canadian pop', 'candy pop', 'dance pop', 'pop']",2
It Makes No Difference Now,Jimmie Davis,0,17,15,"['country gospel', 'traditional country', 'western swing']",2
Hummingbird,Leon Russell,0,34,47,"['blues rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'southern rock', 'swamp rock']",2
Where Do We Go Now But Nowhere?,Nick Cave & The Bad Seeds,0,35,61,"['alternative rock', 'permanent wave', 'singer-songwriter']",2
Juliet - Re-Record,The Four Pennies,0,2,32,['british invasion'],2
Broken Radio '22,Jesse Malin,0,30,25,['alternative country'],2
Flight To Jordan - Live,Tito Puente,0,2,9,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",2
Mother of Greed,Jason & The Scorchers,0,1,11,"['alternative country', 'cowpunk', 'roots rock']",2
I Was Blind But Now I See,Greater Vision,0,5,11,['southern gospel'],2
The Wrapper,Marco Beltrami,0,0,6,"['orchestral soundtrack', 'soundtrack']",2
Tule illoin,Fredi,0,0,2,"['classic finnish pop', 'classic iskelma']",2
Guardian Angel,Since The Flood,0,1,11,['beatdown'],2
You Gotta Go,Fountains Of Wayne,0,2,12,"['pop rock', 'power pop']",2
Why Do You Have To Go,The Dells,0,10,33,"['chicago soul', 'classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'southern soul']",2
Same Old Song and Dance,Aerosmith,0,50,51,"['album rock', 'classic rock', 'hard rock', 'rock']",2
Best Kept Secret,Dons,0,0,6,['latvian pop'],2
Tanguero - Instrumental,Laurindo Almeida,0,0,7,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'violao', 'violao classico']",2
Freestyle Ministry - Server Verbals,KRS-One,0,3,19,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']",2
Moving On,Constance Demby,0,0,14,"['healing', 'new age']",2
Juncales,Juan Carmona,0,0,1,"['flamenco', 'flamenco guitar']",2
Corner Story,Del The Funky Homosapien,0,36,34,"['alternative hip hop', 'hip hop', 'oakland hip hop']",2
3 Deuces,Marcus Miller,0,20,38,"['electric bass', 'instrumental funk', 'jazz funk', 'jazz fusion']",2
Ta Min Vals - Take This Waltz,Ebba Forsberg,0,22,27,['swedish singer-songwriter'],2
So Lonely,The Police,0,64,76,"['album rock', 'classic rock', 'permanent wave', 'rock']",2
Sin Ti,Anthony Cruz,0,11,37,['salsa'],2
Mo lanmou,Patrick Saint-Eloi,0,3,31,"['musique guadeloupe', 'zouk', 'zouk riddim']",2
Follow The Leader,Eric B. & Rakim,0,38,34,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']",2
Room At The Bottom,Vince Guaraldi,0,13,24,"['jazz piano', 'space age pop']",2
Thine Is the Kingdom,Parachute Band,0,0,0,"['ambient worship', 'nz christian']",2
Sonnenfreunde,Carl Crack,0,2,18,"['digital hardcore', 'sound collage']",2
Pamella,Remmy Ongala,0,5,28,['zilizopendwa'],2
"I Love You, You Imbecile",Pelle Carlberg,0,8,11,"['svensk indie', 'twee pop', 'uppsala indie']",2
Greasers,Pre,0,1,10,"['noise rock', 'sasscore']",2
Andra sidan,Sofia Karlsson,0,10,22,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'swedish singer-songwriter']",2
Linda Lou,Bob Wills & His Texas Playboys,0,0,19,"['bakersfield sound', 'traditional country', 'western swing']",2
Femme du guerrier - Chant,Les Ogres De Barback,0,16,35,"['french folk pop', 'french reggae', 'french rock']",2
Johnny My Boy - Original,The Ad Libs,0,0,3,"['brill building pop', 'doo-wop', 'rhythm and blues']",2
Hypergasm,Chaotica,0,2,13,['neo-industrial rock'],2
Victims of the Occupation,Anne Dudley,0,1,39,"['british soundtrack', 'soundtrack']",2
就是愛妳,David Tao,0,57,62,"['chinese r&b', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",2
A quoi ça sert,Julie Zenatti,0,6,14,"['chanson', 'french pop']",2
Falling In Love,Uriah Heep,0,10,25,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",2
Close To The Well,Ivan Parker,0,0,5,['southern gospel'],2
[Hidden Track],Galactic,0,3,22,"['funk rock', 'jam band', 'new orleans funk']",2
See The Lights - 2002 Digital Remaster,Simple Minds,0,45,49,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock']",2
Dolor,Los Traileros Del Norte,0,6,27,"['musica mexicana', 'norteno']",2
Little Bluebird,Little Milton,0,17,16,"['electric blues', 'memphis soul', 'soul blues', 'southern soul']",2
The Painter,The Rance Allen Group,0,4,27,['gospel'],2
Do You Want To,Franz Ferdinand,0,60,60,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",1
"Cincinnati, Ohio",Connie Smith,0,15,13,"['classic country pop', 'nashville sound']",2
Ina Your Rights,Aswad,0,1,9,"['reggae', 'roots reggae', 'uk reggae']",2
España Tiene Sabor,Los Niños De Sara,0,4,33,['rumba'],2
When The Sun Goes Down,Guitar Slim,0,0,3,"['acoustic blues', 'blues', 'louisiana blues', 'new orleans blues', 'traditional blues']",2
The Son Shines Down On Me,Asleep At The Wheel,0,1,12,['classic texas country'],2
時光本是無罪,Sandy Lam,0,8,35,"['c-pop', 'classic mandopop', 'mandopop']",2
No Rainbow,Deadboy & The Elephantmen,0,15,35,['swamp rock'],2
Show Some Sign,The Jackson Southernaires,0,0,4,['praise'],2
Little Bar Butterfly,Mae West,0,0,3,['vintage hollywood'],2
Too Much Fun,Commander Cody and His Lost Planet Airmen,0,7,19,['country rock'],2
Evenglow,David & Steve Gordon,0,5,12,['healing'],2
My Butcher Man,Memphis Minnie & Kansas Joe,0,1,11,"['memphis blues', 'traditional blues', 'vintage swing']",2
This Love,Maroon 5,0,81,83,['pop'],2
Big Woman,Washboard Sam,0,0,3,"['chicago blues', 'traditional blues', 'washboard']",2
Unforgettable Season,Cut Copy,0,23,53,"['alternative dance', 'australian dance', 'australian electropop', 'electronic rock', 'electronica', 'indietronica', 'neo-synthpop']",2
Hank and Joe and Me,Johnny Cash,0,16,46,"['arkansas country', 'outlaw country', 'rock']",2
Spanish Nights (Remastered),Michael Stanley Band,0,14,21,['heartland rock'],2
Framed - Remastered 2002,The Sensational Alex Harvey Band,0,21,34,['glam rock'],2
Far Beyond the Endless,Moist,0,9,12,['swedish synth'],2
Lonely,Akon,0,77,76,['dance pop'],2
每天愛你多一些,Leon Lai,0,11,25,"['c-pop', 'cantopop', 'classic cantopop']",2
Slide In - Slide Out,Capital Tax,0,0,1,['deep east coast hip hop'],2
Talking About It Blues,Otis Taylor,0,1,14,"['acoustic blues', 'country blues']",2
Gaita Pueblera,Gran Coquivacoa,0,38,56,"['classic venezuelan pop', 'gaita zuliana']",2
Sanchez Family,Harry Gregson-Williams,0,10,44,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",2
Frank's Plea,Marco Beltrami,0,1,5,"['orchestral soundtrack', 'soundtrack']",2
Quinze mai,Gus Viseur,0,0,2,"['bal-musette', 'jazz accordion']",2
Bricks And Mortar,The Jam,0,17,47,"['mod revival', 'new romantic', 'new wave', 'punk', 'ska revival']",2
You And Only You,FFH,0,2,10,"['christian alternative rock', 'christian music']",2
Mental Beat,Hanoi Rocks,0,0,8,"['finnish hard rock', 'glam metal', 'glam punk', 'glam rock', 'sleaze rock']",2
Thump Thump Da Box,DJ Phiene,0,0,0,['ghettotech'],2
Scars and Souvenirs Intro,Max Stalling,0,1,15,['classic texas country'],2
Cross The Bridge,Beenie Man,0,0,22,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']",2
The Distance,Bon Jovi,0,28,57,"['glam metal', 'rock']",2
Jambalaya (On The Bayou),Johnny Copeland,0,3,18,"['blues', 'electric blues', 'texas blues']",2
Comeback,Eric Burdon,0,0,2,['british blues'],2
"Oh! quand je dors, S. 282/2",Franz Liszt,0,0,0,"['classical', 'late romantic era']",2
"Main Theme from Jaws (From ""Jaws"")",John Williams,0,0,3,"['orchestral soundtrack', 'soundtrack']",2
"Mine, All Mine",Jimmy Wakely,0,10,8,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']",2
The Small Print,Muse,0,47,74,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",2
Termites in the Bathtub,Dntel,0,0,4,"['downtempo', 'experimental synth', 'indie electronica']",2
Shut Up,Pretty Boy Floyd,0,4,22,"['canadian metal', 'glam metal', 'sleaze rock']",2
From a Jack to a King,Ned Miller,0,38,39,['nashville sound'],2
Crazy,Aerosmith,0,72,73,"['album rock', 'classic rock', 'hard rock', 'rock']",2
Out In The Streets,The Shangri-Las,0,37,53,"['brill building pop', 'classic girl group', 'rock-and-roll']",2
Viimeinen lento,Kaija Koo,0,21,30,"['classic iskelma', 'finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']",2
Scrimmage,Gerald Clayton,0,2,11,"['contemporary jazz', 'jazz', 'modern jazz piano', 'straight-ahead jazz']",2
Farenheit 303,Orbital,0,17,41,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']",2
So It Goes,Mister Ries,0,0,0,['ghettotech'],2
summer jam,Set Your Goals,0,28,41,"['anthem emo', 'easycore', 'pop punk']",2
India Revisited,Jeff Wahl,0,0,0,"['christmas instrumental', 'instrumental acoustic guitar']",2
Horn Webb - Instrumental,Art Ensemble Of Chicago,0,0,0,"['avant-garde jazz', 'free improvisation', 'free jazz']",2
Star Signs,Leona Naess,0,4,36,"['ectofolk', 'lilith']",2
Rock Around the Christmas Tree,Daniel Johnston,0,17,17,"['alternative rock', 'anti-folk', 'chamber pop', 'countrygaze', 'lo-fi', 'melancholia', 'noise pop', 'outsider']",2
Love Round The Corner,The Motors,0,1,29,"['classic uk pop', 'pub rock']",2
Tell Me Why,Smokin' Joe Kubek & Bnois King,0,14,16,"['blues', 'electric blues', 'modern blues', 'power blues-rock']",2
Night Time (Live),Suicide,0,0,4,"['experimental', 'experimental rock', 'no wave', 'noise rock', 'synth punk']",2
Real People - Cybernetic Dub,Apache Indian,0,0,10,['uk dancehall'],2
Psihi Mou Moni,Peggy Zina,0,0,3,"['greek pop', 'laiko']",2
So Much Love,The Shangri-Las,0,1,25,"['brill building pop', 'classic girl group', 'rock-and-roll']",2
The Everlasting Gaze - A Static Lullaby,A Static Lullaby,0,1,8,"['post-hardcore', 'screamo']",2
Outta Control - Remix,50 Cent,0,49,45,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2
La Vida - Versión Remasterizada 2008,Los Fabulosos Cadillacs,0,48,53,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska', 'ska argentino']",2
"Do It, Fluid",The Blackbyrds,0,33,37,"['classic soul', 'funk', 'jazz funk', 'p funk', 'soul jazz']",2
Criteria,Shaggy,0,14,58,"['dance pop', 'pop rap', 'reggae fusion']",2
Shed so Many Tears,Johnny Winter,0,0,2,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']",2
Lixuneanos - Original Mix,Rui Da Silva,0,0,0,"['classic house', 'portuguese electronic']",2
Pretty Little Thing,Dale Hawkins,0,0,1,"['rock-and-roll', 'rockabilly', 'swamp rock']",2
Drunnhvíta Elevator,John Tchicai,0,0,0,"['avant-garde jazz', 'free jazz', 'jazz saxophone']",2
Chile con carne,Gabriel Yared,0,20,46,['french soundtrack'],2
Mountain Theme,Bruce Rowland,0,24,39,"['australian classical', 'oceania soundtrack']",2
You Found Me,MxPx,0,11,28,"['christian punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']",2
Bop Till You Drop,Michael Stanley Band,0,0,7,['heartland rock'],2
School Spirit Skit 2,Kanye West,0,46,83,"['chicago rap', 'hip hop', 'rap']",2
Vos Sabes - Versión Remasterizada 2008,Los Fabulosos Cadillacs,0,49,53,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska', 'ska argentino']",2
Strangers In The Night,Glen Washington,0,38,40,"['lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",2
Lament for Frankie,Solas,0,8,32,"['celtic', 'irish dance', 'irish folk', 'irish neo-traditional']",2
Good News,The Kingston Trio,1,7,32,"['american folk revival', 'folk']",2
Squanderer,Shriekback,0,0,6,['deep new wave'],2
Turning Of A Key,Michael Gettel,0,6,29,"['new age', 'new age piano']",2
Boots The Monkey!,Dora The Explorer,0,8,40,"['cartoon', ""children's music""]",2
Too Shy To Scream,AFI,0,9,22,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'screamo']",2
Sugar Buzz,Russell Malone,0,1,16,['jazz guitar'],2
Mi Mas Agapas,Angela Dimitriou,0,8,37,"['greek pop', 'laiko']",2
Dame un Besito (Version Salsa),Andy & Lucas,0,6,37,"['latin pop', 'pop flamenco', 'rumba', 'spanish pop']",2
Fiel Enamorado,Estrellas Cubanas,0,0,1,['son cubano clasico'],2
She Is,The Fray,0,49,80,"['neo mellow', 'piano rock', 'pop', 'pop rock']",2
Dry Bone Shuffle (Take 3),Blind Blake,0,0,12,"['acoustic blues', 'bahamian folk', 'country blues', 'piedmont blues', 'pre-war blues', 'ragtime', 'traditional blues']",2
Ouverture,Richard Wagner,0,4,6,"['classical', 'german opera', 'german romanticism', 'late romantic era']",2
Gir Dig Mer,Nik & Jay,0,22,49,['danish pop'],2
Warfare (feat. Joell Ortiz),Joe Budden,0,6,20,"['battle rap', 'new jersey rap']",2
The Message,Grandmaster Flash,0,34,33,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",2
Games People Play,The Jordanaires,0,0,0,['country gospel'],2
These Days,Ayọ,0,19,47,['neo soul'],2
Slip Kid,The Who,0,26,42,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",2
Lead Me To The Cross - Acoustic,Seventh Day Slumber,0,5,8,"['ccm', 'christian alternative rock', 'christian music', 'christian rock']",2
Everybody Loves Me But You,Brenda Lee,0,27,35,"['adult standards', 'easy listening', 'lounge', 'rockabilly']",2
A True,Sugar Minott,0,0,6,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",2
Psychopath,Lizzy Borden,0,16,26,"['glam metal', 'speed metal', 'us power metal']",2
Abagui Alobi,Patience Dabany,0,1,13,"['gabonese pop', 'zouglou']",2
Problem Solver,Valient Thorr,0,2,24,['north carolina metal'],2
Circumstances,Johnny Copeland,0,0,18,"['blues', 'electric blues', 'texas blues']",2
Listen Up,Jedi Mind Tricks,0,18,46,"['conscious hip hop', 'philly rap', 'political hip hop']",2
Peace,Billy Higgins,0,0,3,['jazz drums'],2
Have Fun Prelude,Speech,0,0,2,['conscious hip hop'],2
Just Let Me Be In Love,Tracy Byrd,0,21,49,"['contemporary country', 'country', 'country road']",2
Pretend,Shelby Lynne,0,37,58,"['contemporary vocal jazz', 'ectofolk', 'folk', 'lilith']",2
Calm - Live Edit,Circular,0,1,8,"['ambient psychill', 'nordic ambient', 'psychill']",2
Poker Face,Lady Gaga,0,80,83,"['art pop', 'dance pop', 'pop']",2
Golfshirt Pt. 2,Nerf Herder,0,9,19,"['power-pop punk', 'socal pop punk']",2
Nordmark,Yggdrasil,0,0,2,"['folk metal', 'nordic folk metal', 'viking metal']",2
Rain Down on Me - Tiësto Remix,KANE,0,33,31,"['dutch pop', 'dutch rock']",2
Little Latin Lupe Lu,The Righteous Brothers,0,34,33,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']",2
Youth Club Dance - Demo,The Cortinas,0,0,0,['deep punk rock'],2
Party,Rodney O,0,0,8,"['electro', 'miami bass']",2
Stinky Breath,Blingtones,0,0,0,['ringtone'],2
"Baila Girl, Todo Hombre Llorando por Ti",Daddy Yankee,0,21,56,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2
啤酒泡泡,Steve Chou,0,17,55,"['classic mandopop', 'mandopop']",2
You Beat The Hell Outta Me,The Motors,0,10,39,"['classic uk pop', 'pub rock']",2
Oye,Gertrudis,0,8,23,"['indie catala', 'musica catalana', 'rock catala', 'rumba', 'rumba catalana']",2
Irish Medley - Jigs,Jean Carnigan,0,0,1,['folklore quebecois'],2
Firehouse Rock,Wailing Souls,0,28,49,"['reggae', 'roots reggae']",2
Ghosts: Second Variation,Albert Ayler,0,8,19,"['avant-garde jazz', 'free jazz', 'jazz saxophone']",2
Olivia,Shinehead,0,3,13,"['reggae fusion', 'uk reggae']",2
Hit My Heart - Radio Edit,JK,0,4,42,"['deep eurodance', 'hip house']",2
Time Travel,Klaus Badelt,0,15,44,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2
Menutha,Tony Joe White,0,23,49,"['acoustic blues', 'louisiana blues', 'swamp blues', 'swamp pop', 'swamp rock']",2
Expeditions,From Dying Skies,0,1,6,['screamocore'],2
Dengoso,Turibio Santos,0,23,34,"['choro', 'violao', 'violao classico']",2
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon,0,16,34,['new age piano'],2
The Poet and the Pendulum,Nightwish,0,39,60,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",2
Like A Hurricane,Eddy Raven,0,6,39,['classic country pop'],2
Mathilda,Jay Randall,0,0,1,['swamp pop'],2
Green and Blue,Deep Forest,0,14,29,"['healing', 'new age']",2
Antes - Salsa Version,Obie Bermudez,0,31,64,"['latin pop', 'puerto rican pop']",2
Lazy Day,Herb Alpert & The Tijuana Brass,0,0,9,"['easy listening', 'lounge']",2
Shrivasta,William Coulter,0,3,18,['string folk'],2
Pathfinders,Elvenking,0,10,20,"['fantasy metal', 'folk metal', 'gothic symphonic metal', 'italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'power metal', 'tolkien metal']",2
The Deep Blue Sea (Live),The Irish Rovers,0,3,14,"['canadian celtic', 'irish folk', 'irish pub song', 'shanty']",2
Got to Make Me Love You,Tyrone Taylor,0,2,25,"['deep ragga', 'lovers rock']",2
"Hey Louise - From ""The Jazz Singer"" Soundtrack",Neil Diamond,0,33,51,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",2
City Of Screaming Statues,At The Gates,0,8,24,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'thrash metal']",2
Three Little Words,The Refreshments,0,9,14,['dansband'],2
Monkey Junction,Weedeater,0,27,30,"['doom metal', 'drone metal', 'north carolina metal', 'sludge metal', 'stoner metal', 'stoner rock']",2
Shadows,The Evil Genius DJ Green Lantern,0,18,25,['battle rap'],2
"Everything I Do (From ""Robin Hood"")",John C. Williams,0,12,38,['classical guitar'],2
Train Buffer,Aesop Rock,0,2,13,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop']",2
Skit 2,Rakim,0,0,35,['east coast hip hop'],2
Poema do Semba,Paulo Flores,0,32,33,"['kizomba', 'kizomba antigas', 'musica angolana', 'semba']",2
Going Under,DEVO,0,28,37,"['alternative rock', 'art punk', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synth punk', 'synthpop', 'zolo']",2
Corcovado,Vince Guaraldi,0,22,61,"['jazz piano', 'space age pop']",2
Bumbo Red,Capleton,0,6,25,"['dancehall', 'lovers rock', 'reggae', 'roots reggae']",2
War Of The Worlds,The London Theatre Orchestra,0,1,13,['theme'],2
Red Socks Pugie,Foals,0,36,49,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'oxford indie', 'shimmer pop']",2
No te apartes de mí,Yahir,0,54,52,"['latin arena pop', 'latin pop', 'mexican pop']",2
Going Back To Memphis,Memphis Jug Band,0,1,8,"['acoustic blues', 'appalachian folk', 'jug band', 'memphis blues', 'traditional blues', 'traditional folk']",2
Down The Line - 2001 Digital Remaster,Gregory Isaacs,0,8,23,"['lovers rock', 'reggae', 'roots reggae']",2
African Typic Collection,Sam Fan Thomas,0,30,27,"['makossa', 'zilizopendwa']",2
Tired Of You Clowning,Sunnyland Slim,0,1,22,"['chicago blues', 'delta blues', 'piano blues']",2
Anywhere Anytime (2012),Sara Melson,0,0,3,['deep acoustic pop'],2
A Crow Left of the Murder,Incubus,0,39,56,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']",2
Ice Cream Cone,The Laurie Berkner Band,0,6,36,"[""children's music"", 'kindie rock']",2
Dark Flashes,Brian Keane,0,0,1,['turkish instrumental'],2
Moisture,Dishwalla,0,18,53,"['pop rock', 'post-grunge']",2
Stack and Pile,Beenie Man,0,0,3,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']",2
Goody Two Shoes,Adam Ant,0,49,46,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']",2
I Versus I,Seventh Star,0,0,0,"['christian hardcore', 'florida hardcore']",2
Ellen Disingenuous,BUSDRIVER,0,0,0,"['abstract hip hop', 'alternative hip hop']",2
Plecaciunea Mortii - Maiestrit Version,Negură Bunget,0,0,4,"['atmospheric black metal', 'avant-garde metal', 'balkan folk metal', 'black metal', 'blackgaze', 'pagan black metal', 'romanian black metal', 'romanian metal', 'slavic metal']",2
Me Decidi,Gisselle,0,3,15,['merengue'],2
The Ram and the Scorpio,Alphonse Mouzon,0,1,6,['jazz funk'],2
San Agustín,Los Amigos Invisibles,0,8,40,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']",2
Popovic,Mando Diao,0,4,20,"['dalarna indie', 'swedish garage rock', 'swedish indie rock']",2
Pound a Weed,Mikey Dread,0,1,7,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",2
Puritania,Dimmu Borgir,0,49,52,"['black metal', 'gothic metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'power metal', 'speed metal', 'symphonic black metal', 'symphonic metal', 'viking metal']",2
Ragoo,Kings of Leon,0,46,60,"['modern rock', 'rock']",2
Quand On Est Amoureux,Les Hou-Lops,0,11,13,['chanson quebecois'],2
I Like Young Girls,Love Jones,0,0,13,['lounge'],2
Tears Falling Down,Charlie Peacock,0,0,4,['deep christian rock'],2
Hard Times,Eastmountainsouth,0,22,33,['acoustic pop'],2
Softcore,V-Ro,0,37,34,"['zouk', 'zouk riddim']",2
Nastaran,Mohammad Nouri,0,1,25,['classic persian pop'],2
Any Way You Want Me To,Jamie Richards,0,11,21,"['classic texas country', 'red dirt']",2
Chega De Sausade - Original Mix,Elizeth Cardoso,0,0,0,"['bossa nova', 'samba', 'velha guarda']",2
Cendrier,Java,0,14,25,"['french folk pop', 'french reggae', 'french rock']",2
Voyagers - Improvisation 12,R. Carlos Nakai,0,4,14,"['native american flute', 'native american traditional', 'navajo']",2
Stop the World and Let Me Off,Patsy Cline,0,27,49,"['country', 'nashville sound']",2
This Is a Gang,Compton's Most Wanted,0,17,49,"['g funk', 'west coast rap']",2
Playing In The Dirt,Joanna Connor,0,1,5,['modern blues'],2
Thank you…,Sakuragakuin,0,5,11,"['idol rock', 'j-idol', 'j-pop girl group']",2
Your Chance To Rock,Rodney O,0,12,17,"['electro', 'miami bass']",2
Wild Talk - Live,D-A-D,0,1,6,"['danish alternative rock', 'danish rock']",2
Seasick,The Bureau De Change,0,0,2,['digital hardcore'],2
Tú Robaste Mi Corazón,Selena y los Dinos,0,31,68,['tejano'],2
Rainbow Jungle - Dub / Instrumental Reggae Music,Mikey Dread,0,1,12,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",2
Declaration of Independence,Marquez The Greatest,0,7,25,['black comedy'],2
Sweet Love,Mary Black,0,8,44,"['celtic', 'irish folk']",2
Salva Mea 2.0 (Above & Beyond Remix),Faithless,0,29,53,"['big beat', 'downtempo', 'electronica', 'trip hop']",2
Wind Beneath My Wings,RyanDan,0,20,34,['operatic pop'],2
Black Market Hell - Hidden Track,Aiden,0,6,23,"['horror punk', 'screamo']",2
22 - Acoustic,Lily Allen,0,14,51,"['dance pop', 'electropop', 'neo mellow']",2
Hey Joe - Live,Roy Buchanan,0,31,33,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'traditional blues']",2
Parola di Faliero,Inoki,0,5,28,"['italian hip hop', 'italian underground hip hop']",2
Menuet in the Name of Haydn,Maurice Ravel,0,1,4,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']",2
American Lies,Pennywise,0,28,43,"['punk', 'skate punk', 'socal pop punk']",2
"The Imperial March - From ""Star Wars: The Empire Strikes Back"" / Live",John Williams,0,31,27,"['orchestral soundtrack', 'soundtrack']",2
Mr Big Man,Junior Reid,0,3,15,"['lovers rock', 'old school dancehall', 'reggae', 'reggae fusion', 'roots reggae']",2
Boomerang (Reprise),CIRRUS,0,3,27,"['big beat', 'breakbeat']",2
In My Bed,Amy Winehouse,0,50,63,"['british soul', 'neo soul']",2
Down On My Knees,Ayọ,0,48,47,['neo soul'],2
The Wedding Samba (Alternate Take),Edmundo Ros,0,28,34,"['easy listening', 'mambo']",2
Morning Glow,Michael Jackson,0,18,40,"['r&b', 'soul']",2
Supreme Girl,The Sterns,0,18,15,['boston rock'],2
Te Fuiste en Abril,Palito Ortega,0,33,31,"['cancion melodica', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",2
Yellow Brick Road,Jack Off Jill,0,24,43,['riot grrrl'],2
Albo 25,Hevia,0,5,13,"['gaita', 'musica folk asturiana']",2
Dream State,Paul Taylor,0,2,18,"['smooth jazz', 'smooth saxophone']",2
逃亡,Stefanie Sun,0,36,51,"['mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']",2
Sirius Calling,Art Ensemble Of Chicago,0,0,1,"['avant-garde jazz', 'free improvisation', 'free jazz']",2
Make the World Go Away - Single Version,Ray Price,0,19,24,"['honky tonk', 'nashville sound', 'traditional country']",2
Olive Oil,Happy Mondays,0,22,38,"['britpop', 'dance rock', 'madchester']",2
Llamado de Emergencia,Daddy Yankee,0,75,81,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2
Assis par terre,Pascal Sangla,0,0,1,['french soundtrack'],2
"Soldiers at War Feat. Kon Juan, Big Scoob, Short Nutty, L.V.",Tech N9ne,0,12,33,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",2
女人本色,Sammi Cheng,0,11,45,"['c-pop', 'cantopop']",2
Harder To Breathe,Maroon 5,0,64,83,['pop'],2
Clavelitos,Charanga De La 4,0,4,8,"['charanga', 'musica tradicional cubana', 'salsa international']",2
Disco jonki,Dusminguet,0,9,28,"['rock catala', 'rumba catalana']",2
I Say a Little Prayer,Mary Black,0,14,38,"['celtic', 'irish folk']",2
Cold Shot,Stevie Ray Vaughan,0,48,61,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'rock', 'texas blues']",2
Electron libre,Clarisse Lavanant,0,0,7,['breton folk'],2
Padam Padam,Marc Perrone,0,18,37,"['accordion', 'french folk']",2
