title,artist,isHot,popularity,album_popularity,genres
Stack and Pile,Beenie Man,False,0,3,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']"
Please Baby Blues - Little Junior Parker With Bill Johnson' Blue Flames,Little Junior Parker With Bill Johnson' Blue Flames,False,0,1,[]
Goody Two Shoes,Adam Ant,False,49,46,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']"
Shitzzo - Simon Beeston Remix,Marco Polo,False,0,0,[]
Wonderland,Robin Fox,False,2,23,[]
I Versus I,Seventh Star,False,0,0,"['christian hardcore', 'florida hardcore']"
Ellen Disingenuous,BUSDRIVER,False,0,0,"['abstract hip hop', 'alternative hip hop']"
Plecaciunea Mortii - Maiestrit Version,Negură Bunget,False,0,4,"['atmospheric black metal', 'avant-garde metal', 'balkan folk metal', 'black metal', 'blackgaze', 'pagan black metal', 'romanian black metal', 'romanian metal', 'slavic metal']"
Me Decidi,Gisselle,False,3,15,['merengue']
Ace Insurance Man,Bobbie Gentry,False,6,16,[]
baby Wayo,African Rhythm Messengers,False,1,11,[]
Sans ton amour,Bonita,False,0,3,[]
The Ram and the Scorpio,Alphonse Mouzon,False,1,6,['jazz funk']
San Agustín,Los Amigos Invisibles,False,8,40,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']"
We Are One Light,Aeoliah & Mike Rowlands,False,14,25,[]
This World Is Not My Home,James Blackwood with The Light Crust Doughboys,False,0,1,[]
Popovic,Mando Diao,False,4,20,"['dalarna indie', 'swedish garage rock', 'swedish indie rock']"
Pound a Weed,Mikey Dread,False,1,7,"['dub', 'old school dancehall', 'reggae', 'roots reggae']"
Puritania,Dimmu Borgir,False,49,52,"['black metal', 'gothic metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'power metal', 'speed metal', 'symphonic black metal', 'symphonic metal', 'viking metal']"
Ragoo,Kings of Leon,False,46,60,"['modern rock', 'rock']"
Quand On Est Amoureux,Les Hou-Lops,False,11,13,['chanson quebecois']
I Like Young Girls,Love Jones,False,0,13,['lounge']
Drop The Hammer,The Gone Jackals,False,11,24,[]
Tears Falling Down,Charlie Peacock,False,0,4,['deep christian rock']
Superconstellation - Part 2,:Blacks On :Blondes,False,0,0,[]
Hard Times,Eastmountainsouth,False,22,33,['acoustic pop']
Flipside,Bomb Squad,False,0,0,[]
Softcore,V-Ro,False,37,34,"['zouk', 'zouk riddim']"
Nastaran,Mohammad Nouri,False,1,25,['classic persian pop']
Any Way You Want Me To,Jamie Richards,False,11,21,"['classic texas country', 'red dirt']"
Chega De Sausade - Original Mix,Elizeth Cardoso,False,0,0,"['bossa nova', 'samba', 'velha guarda']"
Tumba Randy,Anthony Blea Y Su Charanga,False,0,0,[]
Cendrier,Java,False,14,25,"['french folk pop', 'french reggae', 'french rock']"
Purple Pygmies,Walter Ego,False,1,9,[]
Voyagers - Improvisation 12,R. Carlos Nakai,False,4,14,"['native american flute', 'native american traditional', 'navajo']"
Stop the World and Let Me Off,Patsy Cline,False,27,49,"['country', 'nashville sound']"
This Is a Gang,Compton's Most Wanted,False,17,49,"['g funk', 'west coast rap']"
Playing In The Dirt,Joanna Connor,False,1,5,['modern blues']
Thank you…,Sakuragakuin,False,5,11,"['idol rock', 'j-idol', 'j-pop girl group']"
Your Chance To Rock,Rodney O,False,12,17,"['electro', 'miami bass']"
Perfect Moment,Darden Smith,False,19,16,[]
Wild Talk - Live,D-A-D,False,1,6,"['danish alternative rock', 'danish rock']"
Seasick,The Bureau De Change,False,0,2,['digital hardcore']
Tú Robaste Mi Corazón,Selena y los Dinos,False,31,68,['tejano']
Rainbow Jungle - Dub / Instrumental Reggae Music,Mikey Dread,False,1,12,"['dub', 'old school dancehall', 'reggae', 'roots reggae']"
Declaration of Independence,Marquez The Greatest,False,7,25,['black comedy']
Sweet Love,Mary Black,False,8,44,"['celtic', 'irish folk']"
Salva Mea 2.0 (Above & Beyond Remix),Faithless,False,29,53,"['big beat', 'downtempo', 'electronica', 'trip hop']"
Wind Beneath My Wings,RyanDan,False,20,34,['operatic pop']
Black Market Hell - Hidden Track,Aiden,False,6,23,"['horror punk', 'screamo']"
22 - Acoustic,Lily Allen,False,14,51,"['dance pop', 'electropop', 'neo mellow']"
Hey Joe - Live,Roy Buchanan,False,31,33,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'traditional blues']"
Parola di Faliero,Inoki,False,5,28,"['italian hip hop', 'italian underground hip hop']"
Las Hermanas Granaditas,Los Nakos,False,0,10,[]
Menuet in the Name of Haydn,Maurice Ravel,False,1,4,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
American Lies,Pennywise,False,28,43,"['punk', 'skate punk', 'socal pop punk']"
"The Imperial March - From ""Star Wars: The Empire Strikes Back"" / Live",John Williams,False,31,27,"['orchestral soundtrack', 'soundtrack']"
Mr Big Man,Junior Reid,False,3,15,"['lovers rock', 'old school dancehall', 'reggae', 'reggae fusion', 'roots reggae']"
Boomerang (Reprise),CIRRUS,False,3,27,"['big beat', 'breakbeat']"
In My Bed,Amy Winehouse,False,50,63,"['british soul', 'neo soul']"
Down On My Knees,Ayọ,False,48,47,['neo soul']
The Wedding Samba (Alternate Take),Edmundo Ros,False,28,34,"['easy listening', 'mambo']"
Morning Glow,Michael Jackson,False,18,40,"['r&b', 'soul']"
Slavinka,Edgar de l'Est,False,1,5,[]
Supreme Girl,The Sterns,False,18,15,['boston rock']
Hispaniola A,Pheeroan Aklaff,False,0,0,[]
Te Fuiste en Abril,Palito Ortega,False,33,31,"['cancion melodica', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
Yellow Brick Road,Jack Off Jill,False,24,43,['riot grrrl']
Albo 25,Hevia,False,5,13,"['gaita', 'musica folk asturiana']"
Dream State,Paul Taylor,False,2,18,"['smooth jazz', 'smooth saxophone']"
Fungus,Swim,False,0,0,[]
They Ride By Night,Charles Williams,False,0,0,[]
逃亡,Stefanie Sun,False,36,51,"['mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']"
Sirius Calling,Art Ensemble Of Chicago,False,0,1,"['avant-garde jazz', 'free improvisation', 'free jazz']"
Make the World Go Away - Single Version,Ray Price,False,19,24,"['honky tonk', 'nashville sound', 'traditional country']"
Telecommunication,Statues,False,0,1,[]
Olive Oil,Happy Mondays,False,22,38,"['britpop', 'dance rock', 'madchester']"
Llamado de Emergencia,Daddy Yankee,False,75,81,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Assis par terre,Pascal Sangla,False,0,1,['french soundtrack']
"Soldiers at War Feat. Kon Juan, Big Scoob, Short Nutty, L.V.",Tech N9ne,False,12,33,"['detroit hip hop', 'kansas city hip hop', 'pop rap']"
女人本色,Sammi Cheng,False,11,45,"['c-pop', 'cantopop']"
Harder To Breathe,Maroon 5,False,64,83,['pop']
Clavelitos,Charanga De La 4,False,4,8,"['charanga', 'musica tradicional cubana', 'salsa international']"
Disco jonki,Dusminguet,False,9,28,"['rock catala', 'rumba catalana']"
From Tense to Loose to Slack,THE KEYS,False,0,1,[]
I Say a Little Prayer,Mary Black,False,14,38,"['celtic', 'irish folk']"
Cold Shot,Stevie Ray Vaughan,False,48,61,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'rock', 'texas blues']"
Campeones De La Vida,Alejandro Lerner,False,34,39,[]
Electron libre,Clarisse Lavanant,False,0,7,['breton folk']
Padam Padam,Marc Perrone,False,18,37,"['accordion', 'french folk']"
Where Does Rosie Go,Kenny Rogers,False,12,30,"['classic country pop', 'country', 'nashville sound', 'soft rock']"
Kyotronics,Erik Tronic,False,0,0,[]
A Puro Dolor,Roberto Perera,False,7,10,[]
Rock Tha Party,Bombay Rockers,False,44,42,['bhangra']
Peace With Myself,Nestor Torres,False,0,3,"['jazz flute', 'jazz puertorriqueno']"
Ihr hated nur - P-Dog Remix,Hecklah,False,0,2,[]
Soca Mi Nice,Mongo Santamaria,False,0,7,"['afro-cuban percussion', 'boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']"
Essa Marie,Samba Trio,False,0,13,[]
You Got Me - The Juan Maclean Dub,VHS or Beta,False,0,2,['dance-punk']
Ode to Billie Joe - Live at Fillmore West,King Curtis,False,0,10,"['jazz blues', 'jazz saxophone', 'soul jazz']"
Circle 'Round the Moon - Digitally Enhanced Original Recording,Charley Patton,False,0,1,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'pre-war blues', 'traditional blues']"
Follow Me Up To Carlow,Planxty,False,33,41,"['british folk', 'celtic', 'irish folk', 'uilleann pipes']"
Mighty Army Band,Gold City,False,4,19,['southern gospel']
Swan Lake,Brazilian Tropical Orchestra,False,0,0,[]
Swinging on a Star,Big Dee Irwin,False,28,29,[]
Happy,Carolyn Arends,False,1,16,['canadian ccm']
Parasitic Twins,The Dillinger Escape Plan,False,2,10,"['american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk', 'post-hardcore']"
Rain Keeps Falling Down,Jimmy Witherspoon,False,0,4,"['blues', 'jazz blues', 'jump blues']"
Dame Tu Cariño,Ray Barretto,False,2,25,"['boogaloo', 'latin jazz', 'salsa']"
Sweet Little Sixteen,Vince Taylor,False,2,5,[]
We Played a Game,Adolph Hofner,False,0,13,['western swing']
El Amor de Mi Vida - Instrumental,Israel y Moises,False,0,4,[]
Behind The Line Of Grace,Karen Peck & New River,False,0,14,['southern gospel']
Midnight,The Refreshments,False,1,13,['dansband']
Tunnel Vision,Finest Dearest,False,0,0,[]
Wish,Brian Littrell,False,17,30,[]
Me Falta el Aliento,Estopa,False,55,72,"['pop flamenco', 'rumba', 'spanish pop']"
Idaho Red,Wade Ray,False,2,5,[]
Fake Tales Of San Francisco,Arctic Monkeys,False,61,78,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
Baby I Need Your Loving,Delroy Wilson,False,5,35,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Big Fella,Slum Village,False,2,12,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']"
Bajo Un Palmar,Barbarito Diez,False,28,32,"['bolero cubano', 'musica tradicional cubana']"
First Kiss,David Arkenstone,False,5,25,['new age']
The Vine,Mr.De',False,0,3,['ghettotech']
In The Sweet By And By,Deborah Allen,False,1,7,"['classic country pop', 'country dawn']"
Know Your Friends,Tanto Metro & Devonte,False,3,50,"['dancehall', 'jamaican dancehall']"
"We Sleep Forever - Live At The Bottom Lounge, Chicago, IL / January 13, 2009",Aiden,False,2,9,"['horror punk', 'screamo']"
Container,Kaizers Orchestra,False,11,28,"['dark cabaret', 'norwegian alternative rock', 'norwegian rock', 'rogaland indie', 'rogaland musikk']"
Dash Way Belly,Kiprich,False,0,0,"['dancehall', 'jamaican dancehall']"
Un Jour Au Cirque: Two Blind Loves,The Marx Brothers,False,0,0,[]
Perfect Motion - Boys Own Mix,Sunscreem,False,27,27,['classic progressive house']
Speed of Sound - Live,Coldplay,False,27,23,"['permanent wave', 'pop']"
Valokeilojen vampyyri,Indica,False,5,13,[]
Get a Straw,Lady Saw,False,10,31,"['dancehall', 'dancehall queen', 'reggae fusion']"
No Me Acuerdo,Alejandro Lerner,False,18,47,[]
In My Life,Boyz II Men,False,18,46,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
Gotta Mind To Travel,Coco Montoya,False,5,8,"['blues', 'blues rock', 'electric blues', 'modern blues', 'southern rock']"
Can You Hear The Angels,Virtue,False,6,15,"['gospel', 'praise']"
Pass The Puck,Two Man Advantage,False,0,3,[]
分手要狠,Kary Ng,False,27,24,['cantopop']
Gone To The Movies,Semisonic,False,25,64,"['pop rock', 'post-grunge']"
Piel Canela - Alternate Mix,Bobby Capo,False,0,5,"['bolero', 'musica tradicional cubana']"
Long Way Home,Ginny Owens,False,0,3,['christian music']
Tania,Fruko Y Sus Tesos,False,30,34,"['salsa', 'salsa colombiana']"
Sin,Nine Inch Nails,False,48,61,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
16mm Dream,Jeremy Fisher,False,1,6,"['canadian indie', 'canadian singer-songwriter']"
In My Mind - Remix,Play,False,0,1,[]
"Binaural Presentation - Process And Passion, Pt. 4",Roger Reynolds,False,0,0,['american contemporary classical']
La Coloreteada,El Tiempo,False,30,39,['grupera']
Autoroute,Madilu System,False,20,44,"['rumba congolaise', 'soukous', 'zilizopendwa']"
The Cold Stares Of Dead Eyes,Soul Embraced,False,1,8,"['arkansas metal', 'christian death metal', 'christian hardcore', 'christian metal']"
Reginella,Rita Chiarelli,False,0,7,['canadian blues']
Phone Booth - Live,Robert Cray,False,6,14,"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'southern rock', 'traditional blues']"
All Or Nothing - Wonderful World Album Version,Chris Eaton,False,0,20,[]
Street Crab,Helmet,False,30,53,"['alternative metal', 'alternative rock', 'groove metal', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-hardcore']"
15 Minutes Older,Sasha,False,0,1,[]
Rock the Night,Hellsongs,False,16,27,"['acoustic rock', 'swedish indie folk', 'swedish indie pop']"
Flamingos,Michael Whalen,False,0,3,[]
Duck And Run,3 Doors Down,False,47,75,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
Under Attack,Ice,False,0,0,['texas latin rap']
You Hit The Nail On The Head,"Bobby ""Blue"" Bland",False,8,19,"['soul blues', 'southern soul']"
The Heavenly Place,The Chiffons,False,3,33,"['brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll']"
Drifting Away,Faithless,False,37,49,"['big beat', 'downtempo', 'electronica', 'trip hop']"
Off the Record,Jean Fauque,False,0,0,[]
Fried Neckbones And Home Fries,Santana,False,8,20,"['blues rock', 'classic rock', 'mexican classic rock']"
Little Silver Bells,Elton Britt,False,0,12,['traditional country']
Dear Death Part 2,Emery,False,22,39,"['post-hardcore', 'screamo']"
"Dad Apologizes - From ""Chicken Little""/Score",John Debney,False,10,41,"['orchestral soundtrack', 'soundtrack']"
Esto Es Real,Baby Rasta & Gringo,False,12,51,"['reggaeton', 'salsa choke', 'urbano latino']"
Hammer & a Stone - Live Acoustic,Seven Mary Three,False,16,33,"['alternative metal', 'nu metal', 'post-grunge']"
Gangster Of Love,Pretty Boy Floyd,False,2,22,"['canadian metal', 'glam metal', 'sleaze rock']"
Sweet Disposition,The Temper Trap,False,72,69,"['indietronica', 'modern rock', 'shimmer pop']"
Rollercoasting,Helen Love,False,0,5,"['welsh indie', 'welsh rock']"
Celos - Salsa Version,Obie Bermudez,False,10,47,"['latin pop', 'puerto rican pop']"
Stormy Weather - 2024 Mix,Frank Sinatra,False,33,51,"['adult standards', 'easy listening', 'lounge']"
Les choses,Edgar Bori,False,1,2,['auteur-compositeur-interprete quebecois']
Maria ( From The Sound Of Music),London Theatre Orchestra,False,0,0,[]
Zero M2,Benga,False,13,33,"['classic dubstep', 'uk bass']"
Vanhapoika-Severi,Esa Pakarinen,False,0,23,"['classic finnish pop', 'classic iskelma']"
Dream Baby Dream,Black Tambourine,False,28,40,"['c86', 'shoegaze', 'tape club', 'twee pop']"
Simple Twist of Fate,Bob Dylan,False,54,65,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
Hillbillies from Outerspace,The Vaughan Brothers,False,29,46,"['blues', 'blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock', 'texas blues']"
Wings Of Love,Zagar,False,5,4,"['hungarian folk', 'hungarian rock', 'magyar alternative']"
Betrayal Is A Symptom,Thrice,False,26,47,"['post-hardcore', 'screamo']"
When We Dance,Mariano Yanani,False,0,0,[]
Fallin in Love Again,Ann Hampton Callaway,False,0,6,['contemporary vocal jazz']
Manies Manigances,Maurane,False,1,11,"['chanson', 'french pop']"
13 Jours en France - Arr. for Guitar Duo,Francis Lai,False,27,23,"['classic soundtrack', 'french soundtrack', 'vintage french electronic']"
Resolutions from The Long Day Closes - Voice,Arthur Sullivan,False,1,14,"['late romantic era', 'operetta', 'victorian britain']"
God's Own Fool - Scandalon Album Version,Michael Card,False,22,27,[]
We Don't Care,Sizzla,False,5,3,"['dancehall', 'reggae', 'reggae fusion']"
Outro,Tunsi,False,0,0,[]
Around The World,Roger Williams,False,18,31,['easy listening']
Rowena,Loudon Wainwright III,False,0,9,"['folk', 'singer-songwriter']"
So Many Reasons,20/20,False,0,2,"['power pop', 'underground power pop']"
Locust Reign - Live in California,Converge,False,3,17,"['boston hardcore', 'chaotic hardcore', 'mathcore', 'metalcore', 'post-hardcore', 'post-rock', 'sludge metal']"
Caja de Cerillas,Johannes Linstead,False,4,23,['rumba']
Anyway Anyhow Anywhere - Stereo Version,The Who,False,29,58,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']"
Uniform (Scripka Mix),Inspiral Carpets,False,0,8,"['britpop', 'madchester']"
Sin Ti,Yuridia,False,32,55,"['latin arena pop', 'latin pop', 'mexican pop']"
Intensity In Ten Cities,Embrace The End,False,4,11,['brutal deathcore']
Fly High Michelle,Enuff Z'Nuff,False,26,34,"['glam metal', 'underground power pop']"
Verano traidor,Vilma Palma e Vampiros,False,54,57,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
En La Soledad,Tito Rodriguez,False,2,25,"['charanga', 'latin jazz', 'mambo', 'salsa', 'salsa puertorriquena']"
One Woman Man,Dave Hollister,False,46,43,"['contemporary r&b', 'new jack swing', 'r&b']"
Fish,Sportsguitar,False,0,4,['swiss rock']
Stranger,The True Believers,False,1,8,[]
Meet Me in the Bathroom,The Strokes,False,50,75,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
Wait Til You See My Smile,Alicia Keys,False,35,68,"['neo soul', 'pop', 'r&b']"
Children of the Revolution,Killers,False,15,20,[]
Adnans,Orbital,False,21,40,"['big beat', 'breakbeat', 'electronica', 'intelligent dance music', 'rave']"
Southbound Blues,Mitch Woods,False,0,12,"['boogie-woogie', 'jump blues']"
Band Intro/ Pila Song Intro,Max Stalling,False,1,15,['classic texas country']
Incide,Dark Fortress,False,2,18,"['black metal', 'german black metal', 'melodic black metal']"
Turn It Up,Jamie Richards,False,0,17,"['classic texas country', 'red dirt']"
Drop Sacrifice,Liquid Stranger,False,3,10,"['brostep', 'downtempo', 'drill and bass', 'filthstep']"
Club Tropicana,Los Del Sol,False,0,1,[]
Welcome 2 Detroit - Album Version (Edited),Trick Trick,False,57,53,['detroit hip hop']
Common Ground,Moss,False,0,0,[]
Ninja Tattoo,Shanadoo,False,4,21,['bubblegum dance']
Outside the Law,Epitaph,False,11,15,"['german hard rock', 'german prog', 'german rock', 'psychedelic blues-rock']"
Hold Me While I Cry,Irma Thomas,False,0,4,"['classic soul', 'louisiana blues', 'new orleans blues', 'new orleans soul', 'southern soul']"
"Dryaden (The Dryad), Op. 45, No. 1: The Dryad, Op. 45, No. 1",Jean Sibelius,False,0,14,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']"
Help Me,Chris Brown,True,32,76,"['r&b', 'rap']"
I Stand Here Forgiven,Scott Wesley Brown,False,3,31,"['classic praise', 'jesus movement']"
Krause seine Kreuzpolka,Polkaholix,False,1,7,['polka']
Susan說,David Tao,False,43,62,"['chinese r&b', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']"
Como Nadie Te He Querido,Isabel Pantoja,False,8,20,"['cancion melodica', 'copla', 'latin pop', 'pop romantico']"
Loving You Too Long,Billy Bragg,False,9,41,"['anti-folk', 'folk punk', 'permanent wave', 'singer-songwriter', 'uk americana']"
Tragedy in Blue,DJ Harry,False,0,16,[]
On Independence Day,Anti-Flag,False,7,30,"['punk', 'skate punk']"
No One Ever Cared For Me Like Jesus,Ivan Parker,False,4,30,['southern gospel']
Al Doilea Om,Negură Bunget,False,8,23,"['atmospheric black metal', 'avant-garde metal', 'balkan folk metal', 'black metal', 'blackgaze', 'pagan black metal', 'romanian black metal', 'romanian metal', 'slavic metal']"
Stand Up and Praise Him,Vickie Winans,False,2,16,['gospel']
One More Chance,Bloc Party,False,32,28,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']"
Ruby Marlowe,Schizoid,False,0,0,['digital hardcore']
Four,Midge Ure,False,0,12,"['new romantic', 'new wave pop', 'scottish new wave', 'solo wave', 'synthpop']"
I Saw Three Ships,Kevin Max,False,8,21,[]
Big Bottom,Spinal Tap,False,30,46,"['comic', 'comic metal', 'parody']"
You Are the One for Me - Miguel Migs Salted Dub,Roberto De Carlo,False,0,1,[]
The Sukkubus Lustrate,Belphegor,False,19,40,"['austrian black metal', 'austrian metal', 'black metal', 'brutal death metal', 'death metal', 'symphonic black metal']"
Fire and Ice,Outerspace,False,9,30,['philly rap']
See My Friends,Ray Davies,False,5,35,[]
The Attitude Song (Remastered),Steve Vai,False,29,34,"['instrumental rock', 'metal guitar', 'shred']"
Jake,J. Peter Robinson,False,0,5,['british soundtrack']
Smile to Him,Heavenly Lullaby,True,29,46,['lullaby']
They Came To Boston,The Mighty Mighty Bosstones,False,12,38,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
Nie Wieder - Live Version,Pyranja,False,0,0,['oldschool deutschrap']
Mi Musica Es Para Ti - Original,Johnny Pacheco,False,0,0,"['charanga', 'salsa']"
Sanctuary,Sick Of It All,False,19,37,"['crossover thrash', 'hardcore', 'nyhc', 'punk']"
Strangers In The Night,Orlando Pops Orchestra,False,0,1,['pops orchestra']
Two Heads One Pillow,Gerald Clayton,False,5,11,"['contemporary jazz', 'jazz', 'modern jazz piano', 'straight-ahead jazz']"
Pehle Toh Kabhi Kabhi Gham Tha,Naseebo Lal,False,5,14,"['classic pakistani pop', 'sufi']"
Saints and Sinners - Original Mix,Van Gelder,False,0,0,['carnaval limburg']
"My Jesus, I Love Thee",Glad,False,4,14,['christian a cappella']
不要驚動愛情,Sammi Cheng,False,42,40,"['c-pop', 'cantopop']"
Crimson Wave,Amorphis,False,9,22,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'gothic metal', 'melodic death metal', 'metal', 'power metal', 'progressive doom', 'symphonic metal', 'viking metal']"
Io Che Non Vivo Senza Te,Patrick Samson,False,0,11,['vintage french psychedelic']
Facemelt,FSTZ,False,0,0,[]
Spaniolandia - Kun Version,Dj Kun,False,0,11,[]
"An die ferne Geliebte, Op. 98: No. 2, Wo die Berge so blau",Ludwig van Beethoven,False,6,15,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
Delirio,René Touzet,False,1,13,['cha-cha-cha']
Novakane Groove,Black Sheep,False,5,16,"['east coast hip hop', 'queens hip hop']"
Here Swing Sing,Kooii,False,0,1,['australian reggae fusion']
Cuando Calienta El Sol,Pablo Montero,False,12,44,"['latin pop', 'mariachi', 'ranchera']"
Alovi,Stefon Harris,False,1,11,['jazz vibraphone']
Whatever Lies Will Help You Rest,The Ataris,False,12,26,"['emo', 'pop punk', 'pop rock', 'skate punk']"
Joy In The Journey - The Final Word Album Version,Michael Card,False,20,27,[]
Indiscreet,Roger Williams,False,0,28,['easy listening']
Healing of All Nations,Yami Bolo,False,1,8,"['deep ragga', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']"
Guararé,Ray Barretto,False,41,39,"['boogaloo', 'latin jazz', 'salsa']"
Estate,Eldar Djangirov,False,4,7,"['contemporary post-bop', 'modern jazz piano']"
Downstream,Broadcast,False,0,4,[]
Bridge To Canada,Noisettes,False,8,28,['british soul']
Deep into the Day,Zuma,False,0,1,[]
Love Shelter,Sundial Aeon,False,9,12,"['ambient psychill', 'progressive breaks', 'psychill']"
La Excepción,Gustavo Cerati,False,49,73,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']"
"Precious Lord, Take My Hand - Cajun Hymns Album Version",Jo-El Sonnier,False,1,9,"['cajun', 'swamp pop', 'zydeco']"
Guaguancó Raro,"Ricardo ""Richie"" Ray",False,25,50,"['boogaloo', 'salsa international']"
The Tennessee Waltz - 2024 Remastered,The Fontane Sisters,False,1,13,"['deep adult standards', 'vocal harmony group']"
Breathe Me in (Intro),Candlebox,False,32,42,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge']"
Group Sex,Circle Jerks,False,21,46,"['hardcore punk', 'punk']"
Ordinary Lives,Peter Hunnigale,False,4,23,"['lovers rock', 'uk reggae']"
Sugar Daddy,Tyrone Davis,False,25,35,"['chicago soul', 'southern soul']"
State of Emergency,Nick Jonas & The Administration,False,21,39,['post-teen pop']
Jezebel - Stories Album Version,Barbara Fairchild,False,0,1,"['arkansas country', 'classic country pop', 'country gospel']"
Contours,Jeff Johnson,False,0,0,[]
Is It Love,Gang Of Four,False,23,25,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'post-punk', 'punk', 'uk post-punk']"
"Aberdeen, Mississippi Blues",Bukka White,False,5,6,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']"
God Rest Ye Merry Gentlemen,Hot Club of Detroit,False,9,13,['gypsy jazz']
Schwarzarbeit,Geier Sturzflug,False,4,10,"['austropop', 'classic schlager', 'german rock', 'neue deutsche welle', 'ostrock']"
Forgiveness - Love Life Album Version,Charlie Peacock,False,2,10,['deep christian rock']
Let It Rain,Roberto Roena Y Su Apollo Sound,False,3,26,['salsa']
The Burden of Hope,Jars Of Clay,False,2,16,"['ccm', 'christian alternative rock', 'christian music']"
Smile Jamaica - Single Version,Bob Marley & The Wailers,False,42,75,"['reggae', 'roots reggae']"
Angel Band,Porter Wagoner,False,0,0,"['classic country pop', 'country gospel', 'nashville sound']"
Reception,Safety or Numbers,False,0,1,[]
We Ride,Rihanna,False,63,75,"['barbadian pop', 'pop', 'urban contemporary']"
This Train,The Winans,False,5,25,['gospel']
Million Gal,Beenie Man,False,15,30,"['dancehall', 'jamaican dancehall', 'reggae fusion', 'soca']"
Real Love,The Smashing Pumpkins,False,27,66,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
Hidden Documents,Alexandre Desplat,False,6,21,"['french soundtrack', 'orchestral soundtrack', 'soundtrack']"
Al Svartr (The Oath),Emperor,False,28,41,"['black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal', 'technical black metal']"
New Pin - Edit,Oceansize,False,0,2,['progressive alternative']
Tou't moun sou do,Daan Junior,False,14,39,['kompa']
Govinda,ātman,False,8,22,[]
Spaceman,The Killers,False,61,71,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
Empress So Divine,Warrior King,False,18,37,"['lovers rock', 'modern reggae', 'old school dancehall', 'reggae', 'riddim', 'roots reggae']"
Terapia De Amor Intensiva - Remasterizado 2007,Soda Stereo,False,41,65,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']"
Haunting - Rotersand Rework,Lore,False,3,2,[]
English Summer Rain,Placebo,False,41,64,"['alternative rock', 'britpop', 'permanent wave', 'rock']"
Infidel,Delta 9,False,1,15,"['speedcore', 'terrorcore']"
Beautiful Brown Eyes,Jimmy Wakely,False,0,0,"['arkansas country', 'classic oklahoma country', 'cowboy western', 'western swing']"
Lies Of Hate,Soul Asylum,False,3,19,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge']"
Intro Oye (Live Version),Gertrudis,False,0,12,"['indie catala', 'musica catalana', 'rock catala', 'rumba', 'rumba catalana']"
